r,period,entropy_rate,spectral_gap,freq_A,freq_B,freq_D
3.404026845637584,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.404026845637584,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4080536912751676,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4120805369127516,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4161073825503356,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4201342281879192,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4241610738255033,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4281879194630873,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.432214765100671,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.436241610738255,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.440268456375839,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4442953020134226,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4483221476510066,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4523489932885907,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222646e-11,1.0103029524088925e-14,0.0,0.5,0.5
3.4563758389261743,2.0,7.974076978222647e-11,1.0103029524088925e-14,0.0,0.5,0.5
